11:58:07 - CPU: 3.7% | Memory: 3.1% (1.6 GB)
12:45:06 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:45:07 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:45:08 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:45:09 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:45:10 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:45:11 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:45:12 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:45:13 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:45:14 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:45:15 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:45:16 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:45:17 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:45:18 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:45:19 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:45:20 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:45:21 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:45:22 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:45:23 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:45:24 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:45:25 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:45:26 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:45:27 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:45:28 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:45:29 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:45:30 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:45:31 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:45:32 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:45:33 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:45:34 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:45:35 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:45:36 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:45:37 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:45:38 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:45:39 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:45:40 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:45:41 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:45:42 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:45:43 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:45:44 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:45:45 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:45:46 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:45:47 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:45:48 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:45:49 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:45:50 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:45:51 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:45:52 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:45:53 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:45:54 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:45:55 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:45:56 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:45:57 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:45:58 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:45:59 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:46:00 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:46:01 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:46:02 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:46:03 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:46:04 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:46:05 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:46:06 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:46:07 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:46:08 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:46:09 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:46:10 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:46:11 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:46:12 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:46:13 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:46:14 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:46:15 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:46:16 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:46:17 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:46:18 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:46:19 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:46:20 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:46:21 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:46:22 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:46:23 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:46:24 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:46:25 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:46:26 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:46:27 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:46:28 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:46:29 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:46:30 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:46:31 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:46:32 - CPU: 6.5% | Memory: 3.1% (1.6 GB)
12:46:33 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:46:34 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:46:35 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:46:36 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:46:37 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:46:38 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:46:39 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:46:40 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:46:41 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:46:42 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:46:43 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:46:44 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:46:45 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:46:46 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:46:47 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:46:48 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:46:49 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:46:50 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:46:51 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:46:52 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:46:53 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:46:54 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:46:55 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:46:56 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:46:57 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:46:58 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:46:59 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:47:00 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:47:01 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:47:02 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:47:03 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:47:04 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:47:05 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:47:06 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:47:07 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:47:08 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:47:09 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:47:10 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:47:11 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:47:12 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:47:13 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:47:14 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:47:15 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:47:16 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:47:17 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:47:18 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:47:19 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:47:20 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:47:21 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:47:22 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:47:23 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:47:24 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:47:25 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:47:26 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:47:27 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:47:28 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:47:29 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:47:30 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:47:31 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:47:32 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:47:33 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:47:34 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:47:35 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:47:36 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:47:37 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:47:38 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:47:39 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:47:40 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:47:41 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:47:42 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:47:43 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:47:44 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:47:45 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:47:46 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:47:47 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:47:48 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:47:49 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:47:50 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:47:51 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:47:52 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:47:53 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:47:54 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:47:55 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:47:56 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:47:57 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:47:58 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:47:59 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:48:00 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:48:01 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:48:02 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:48:03 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:48:04 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:48:05 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:48:06 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:48:07 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:48:08 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:48:09 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:48:10 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:48:11 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:48:12 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:48:13 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:48:14 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:48:15 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:48:16 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:48:17 - CPU: 6.5% | Memory: 3.1% (1.6 GB)
12:48:18 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:48:19 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:48:20 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:48:21 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:48:22 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:48:23 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:48:24 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:48:25 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:48:26 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:48:27 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:48:28 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:48:29 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:48:30 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:48:31 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:48:32 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:48:33 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:48:34 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:48:35 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:48:36 - CPU: 6.6% | Memory: 3.1% (1.6 GB)
12:48:37 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:48:38 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:48:39 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:48:40 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:48:41 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:48:42 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:48:43 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:48:44 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:48:45 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:48:46 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:48:47 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:48:48 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:48:49 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:48:50 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:48:51 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:48:52 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:48:53 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:48:54 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:48:55 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:48:56 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:48:57 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:48:58 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:48:59 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:49:00 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:49:01 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:49:02 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:49:03 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:49:04 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:49:05 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:49:06 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:49:07 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:49:08 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:49:09 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:49:10 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:49:11 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:49:12 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:49:13 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:49:14 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:49:15 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:49:16 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:49:17 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:49:18 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:49:19 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:49:20 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:49:21 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:49:22 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:49:23 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:49:24 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:49:25 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:49:26 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:49:27 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:49:28 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:49:29 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:49:30 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:49:31 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:49:32 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:49:33 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:49:34 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:49:35 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:49:36 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:49:37 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:49:38 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:49:39 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:49:40 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:49:41 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:49:42 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:49:43 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:49:44 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:49:45 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:49:46 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:49:47 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:49:48 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:49:49 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:49:50 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:49:51 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:49:52 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:49:53 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:49:54 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:49:55 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:49:56 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:49:57 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:49:58 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:49:59 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:50:00 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:50:01 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:50:02 - CPU: 7.4% | Memory: 3.1% (1.6 GB)
12:50:03 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:50:04 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:50:05 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:50:06 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:50:07 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:50:08 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:50:09 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:50:10 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:50:11 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:50:12 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:50:13 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:50:14 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:50:15 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:50:16 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:50:17 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:50:18 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:50:19 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:50:20 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:50:21 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:50:22 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:50:23 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:50:24 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:50:25 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:50:26 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:50:27 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:50:28 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:50:29 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:50:30 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:50:31 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:50:32 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:50:33 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:50:34 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:50:35 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:50:36 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:50:37 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:50:38 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:50:39 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:50:40 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:50:41 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:50:42 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:50:43 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:50:44 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:50:45 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:50:46 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:50:47 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:50:48 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:50:49 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:50:50 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:50:51 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:50:52 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:50:53 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:50:54 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:50:55 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:50:56 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:50:57 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:50:58 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:50:59 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:51:00 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:51:01 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:51:02 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:51:03 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:51:04 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:51:05 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:51:06 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:51:07 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:51:08 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:51:09 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:51:10 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:51:11 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:51:12 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:51:13 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:51:14 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:51:15 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:51:16 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:51:17 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:51:18 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:51:19 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:51:20 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:51:21 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:51:22 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:51:23 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:51:24 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:51:25 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:51:26 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:51:27 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:51:28 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:51:29 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:51:30 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:51:31 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:51:32 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:51:33 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:51:34 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:51:35 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:51:36 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:51:37 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:51:38 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:51:39 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:51:40 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:51:41 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:51:42 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:51:43 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:51:44 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
